Region;Temperature
Åland;1.1669999999999998
Åland;2.266
Åland;6.6240000000000006
Åland;13.494000000000002
Åland;15.335
Åland;16.052
Åland;12.001
Åland;9.619
Åland;1.2990000000000002
Åland;-3.498
Åland;-2.474
Åland;-6.920999999999999
Åland;-2.117
Åland;2.747
Åland;5.84
Åland;11.727
Åland;14.11
Åland;17.922
Åland;10.598
Åland;8.56
Åland;4.186
Åland;-1.342
Åland;-0.6459999999999999
Åland;-0.4059999999999997
Åland;0.9669999999999996
Åland;1.7400000000000002
Åland;6.3290000000000015
Åland;13.598
Åland;17.653
Åland;19.173
Åland;12.726
Åland;5.3580000000000005
Åland;2.898
Åland;0.7009999999999998
Åland;0.9310000000000004
Åland;0.3220000000000001
Åland;-1.105
Åland;2.145
Åland;7.3900000000000015
Åland;10.879
Åland;14.78
Åland;13.798
Åland;12.368
Åland;7.05
Åland;823
Åland;0.7140000000000001
Åland;-1.7839999999999998
Åland;-2.633
Åland;-72
Åland;4.087
Åland;6.8260000000000005
Åland;14.124
Åland;17.239
Åland;15.362
Åland;14.598999999999998
Åland;8.173
Åland;5.246
Åland;1
Åland;197
Åland;-0.0229999999999996
Åland;0.6149999999999998
Åland;4.1240000000000006
Åland;8.557
Åland;11.742
Åland;14.655
Åland;15.008
Åland;11.475
Åland;10.428
Åland;7.132999999999999
Åland;3.4889999999999994
Åland;0.5910000000000006
Åland;-4.174
Åland;-1.903
Åland;3.4480000000000004
Åland;7.587999999999999
Åland;12.425999999999998
Åland;17.797
Åland;16.03
Åland;12.618
Åland;9.686
Åland;3.724
Åland;-1.013
Åland;-0.7689999999999999
Åland;0.9420000000000002
Åland;1.09
Åland;4.164
Åland;9.461
Åland;14.961
Åland;17.572
Åland;19.613
Åland;12.564
Åland;3.7810000000000006
Åland;1.0509999999999995
Åland;-2.817
Åland;-3.975
Åland;-3.673
Åland;1.0389999999999997
Åland;1.99
Åland;7.992000000000001
Åland;12.451
Åland;18.674
Åland;16.504
Åland;12.889
Åland;5.252999999999999
Åland;4.65
Åland;2.087
Åland;-2.322
Åland;-1.2619999999999996
Åland;0.1009999999999997
Åland;4.0120000000000005
Åland;7.832999999999999
Åland;11.613
Åland;15.44
Åland;17.084
Åland;12.82
Åland;7.729
Åland;2.924
Åland;2.252
Åland;1.3789999999999996
Åland;-1.899
Åland;-3.197
Åland;3.61
Åland;7.593
Åland;11.87
Åland;17.572
Åland;15.995
Åland;12.978
Åland;8.719000000000001
Åland;5.364
Åland;0.7050000000000001
Åland;-1.4719999999999998
Åland;-3.087
Åland;-4.654
Åland;2.654
Åland;7.7970000000000015
Åland;13.315
Åland;17.601
Åland;18.367
Åland;14.745
Åland;9.554
Åland;5.151999999999999
Åland;5.234999999999999
Åland;0.5939999999999999
Åland;-4.042
Åland;2.443
Åland;4.621
Åland;8.411
Åland;13.723
Åland;15.749
Åland;16.776
Åland;11.784999999999998
Åland;7.9700000000000015
Åland;3.3310000000000004
Åland;2.987
Åland;2.3150000000000004
Åland;2.1210000000000004
Åland;0.7829999999999999
Åland;4.391
Åland;8.826
Åland;13.706
Åland;16.623
Åland;15.06
Åland;11.082
Åland;8.699
Åland;4.125
Åland;2.176
Åland;-0.7249999999999996
Åland;-2.544
Åland;-0.0990000000000002
Åland;4.468999999999999
Åland;9.082
Åland;11.670000000000002
Åland;16.086000000000002
Åland;16.423000000000002
Åland;13.177
Åland;5.614000000000001
Åland;5.539
Åland;-823
Åland;-6.416
Åland;-6.285
Åland;-1.853
Åland;2.8120000000000003
Åland;8.07
Åland;12.212000000000002
Åland;19.119
Åland;16.512
Åland;12.001
Åland;6.698
Åland;0.79
Åland;-5.317
Åland;-1.959
Åland;-6.39
Åland;-0.3109999999999999
Åland;4.803999999999999
Åland;8.603
Åland;14.473
Åland;18.003
Åland;16.819000000000003
Åland;13.605999999999998
Åland;8.583
Åland;6.415
Åland;3.403
Åland;-0.9429999999999998
Åland;-3.454
Åland;2.317
Åland;2.935
Åland;8.434000000000001
Åland;10.645
Åland;16.05
Åland;15.605
Åland;12.087
Åland;7.03
Åland;5.478
Åland;-3.4170000000000003
Åland;-2.569
Åland;-1.7819999999999996
Åland;-4.779
Åland;1.7009999999999998
Åland;10.327
Åland;14.068
Åland;16.447
Åland;16.425
Åland;16.425
Afghanistan;0.5329999999999999
Afghanistan;2.05
Afghanistan;8.180000000000001
Afghanistan;17.357
Afghanistan;21.573
Afghanistan;25.502
Afghanistan;27.457
Afghanistan;25.422
Afghanistan;20.399
Afghanistan;15.265
Afghanistan;10.239
Afghanistan;4.671
Afghanistan;2.477
Afghanistan;4.414
Afghanistan;10.364
Afghanistan;15.842
Afghanistan;21.099
Afghanistan;24.58
Afghanistan;27.163
Afghanistan;25.258000000000006
Afghanistan;20.44
Afghanistan;13.036
Afghanistan;8.732999999999999
Afghanistan;4.915
Afghanistan;1.4420000000000002
Afghanistan;1.394
Afghanistan;6.886000000000001
Afghanistan;15.234000000000002
Afghanistan;20.286
Afghanistan;24.867
Afghanistan;26.73
Afghanistan;25.241000000000003
Afghanistan;19.728
Afghanistan;14.907
Afghanistan;6.654
Afghanistan;1.4280000000000004
Afghanistan;1.386
Afghanistan;3.994
Afghanistan;6.415000000000001
Afghanistan;13.254
Afghanistan;21.074
Afghanistan;25.5
Afghanistan;27.988000000000003
Afghanistan;26.685
Afghanistan;22.272
Afghanistan;13.951
Afghanistan;10.043
Afghanistan;2.8160000000000003
Afghanistan;0.7559999999999999
Afghanistan;-988
Afghanistan;10.579
Afghanistan;15.677
Afghanistan;21.331
Afghanistan;26.036
Afghanistan;27.623
Afghanistan;27.091
Afghanistan;19.994
Afghanistan;13.16
Afghanistan;9.533
Afghanistan;0.1580000000000003
Afghanistan;1.224
Afghanistan;5.957999999999999
Afghanistan;8.859
Afghanistan;15.935
Afghanistan;20.54
Afghanistan;26.424
Afghanistan;28.254
Afghanistan;24.901
Afghanistan;20.873
Afghanistan;13.856
Afghanistan;8.587
Afghanistan;3.254
Afghanistan;1.681
Afghanistan;3.466
Afghanistan;5.881000000000001
Afghanistan;14.726
Afghanistan;20.896
Afghanistan;25.416
Afghanistan;26.976
Afghanistan;24.66200000000001
Afghanistan;20.824
Afghanistan;15.637
Afghanistan;8.318999999999999
Afghanistan;2.1940000000000004
Afghanistan;3.563
Afghanistan;4.952999999999999
Afghanistan;10.592
Afghanistan;14.665
Afghanistan;20.184
Afghanistan;24.319000000000003
Afghanistan;26.642
Afghanistan;26.619
Afghanistan;21.814
Afghanistan;12.587
Afghanistan;8.952
Afghanistan;4.918
Afghanistan;2.259
Afghanistan;3.681
Afghanistan;8.996
Afghanistan;16.329
Afghanistan;21.847
Afghanistan;26.347
Afghanistan;28.142
Afghanistan;25.635
Afghanistan;21.207
Afghanistan;14.233
Afghanistan;10.225
Afghanistan;5.767
Afghanistan;-424
Afghanistan;0.4660000000000002
Afghanistan;8.940000000000003
Afghanistan;13.582
Afghanistan;18.588
Afghanistan;25.291
Afghanistan;27.186
Afghanistan;25.142000000000003
Afghanistan;20.793000000000003
Afghanistan;15.621
Afghanistan;9.127
Afghanistan;5.197
Afghanistan;1.5579999999999998
Afghanistan;3.669
Afghanistan;8.402000000000001
Afghanistan;14.457
Afghanistan;22.442
Afghanistan;26.34
Afghanistan;27.526
Afghanistan;26.563
Afghanistan;22.217
Afghanistan;14.53
Afghanistan;10.042
Afghanistan;2.1740000000000004
Afghanistan;1.168
Afghanistan;2.352
Afghanistan;7.925000000000002
Afghanistan;14.645
Afghanistan;19.294
Afghanistan;25.117
Afghanistan;27.23
Afghanistan;25.562
Afghanistan;21.141
Afghanistan;14.139
Afghanistan;8.749
Afghanistan;5.127000000000002
Afghanistan;1.588
Afghanistan;3.73
Afghanistan;6.593000000000001
Afghanistan;13.562
Afghanistan;17.72
Afghanistan;25.128
Afghanistan;26.804
Afghanistan;24.584000000000003
Afghanistan;19.777
Afghanistan;13.942
Afghanistan;9.812
Afghanistan;5.433
Afghanistan;0.8079999999999999
Afghanistan;5.376
Afghanistan;7.475
Afghanistan;15.233
Afghanistan;20.556
Afghanistan;25.273000000000003
Afghanistan;26.826
Afghanistan;24.917
Afghanistan;21.682
Afghanistan;12.904000000000002
Afghanistan;8.325
Afghanistan;3.896
Afghanistan;2.105
Afghanistan;2.082
Afghanistan;10.35
Afghanistan;13.339
Afghanistan;21.143
Afghanistan;26.289
Afghanistan;27.668000000000003
Afghanistan;27.077
Afghanistan;18.314
Afghanistan;13.890999999999998
Afghanistan;11.56
Afghanistan;3.2390000000000003
Afghanistan;2.4530000000000003
Afghanistan;4.007
Afghanistan;7.944000000000001
Afghanistan;14.428
Afghanistan;20.442
Afghanistan;25.837
Afghanistan;28.443
Afghanistan;26.718000000000004
Afghanistan;20.947
Afghanistan;14.539
Afghanistan;9.973
Afghanistan;2.579
Afghanistan;175
Afghanistan;4.337
Afghanistan;8.31
Afghanistan;14.773
Afghanistan;19.42
Afghanistan;25.518
Afghanistan;27.349
Afghanistan;25.278
Afghanistan;22.929
Afghanistan;14.36
Afghanistan;6.7620000000000005
Afghanistan;3.901
Afghanistan;2.69
Afghanistan;3.628
Afghanistan;8.742
Afghanistan;14.483
Afghanistan;19.142
Afghanistan;25.913
Afghanistan;28.533
Afghanistan;26.241
Afghanistan;22.014
Afghanistan;16.012999999999998
Afghanistan;7.921
Afghanistan;3.528
Afghanistan;2.041
Afghanistan;2.7110000000000003
Afghanistan;8.360000000000001
Afghanistan;16.595
Afghanistan;20.524
Afghanistan;24.618
Afghanistan;27.896
Afghanistan;26.656
Afghanistan;21.761
Afghanistan;14.939
Afghanistan;9.698
Afghanistan;5.791
Afghanistan;1.926
Afghanistan;6.497000000000001
Afghanistan;8.876000000000003
Afghanistan;15.239
Afghanistan;21.186
Afghanistan;25.896
Afghanistan;27.38000000000001
Afghanistan;26.625
Afghanistan;21.901
Afghanistan;15.936
Afghanistan;8.932
Afghanistan;4.271
Afghanistan;2.404
Afghanistan;3.155
Afghanistan;8.971
Afghanistan;18.44
Afghanistan;24.14
Afghanistan;25.451
Afghanistan;27.26
Afghanistan;26.416
Afghanistan;22.118
Afghanistan;15.272
Afghanistan;7.952000000000001
Afghanistan;4.3950000000000005
Afghanistan;0.41
Afghanistan;4.210999999999999
Afghanistan;10.507
Afghanistan;17.23
Afghanistan;24.108
Afghanistan;26.953000000000003
Afghanistan;27.772
Afghanistan;26.059
Afghanistan;21.241
Afghanistan;15.494000000000002
Afghanistan;9.815
Afghanistan;5.537000000000001
Afghanistan;2.42
Afghanistan;4.582
Afghanistan;11.085
Afghanistan;15.997
Afghanistan;21.918000000000003
Afghanistan;26.476
Afghanistan;27.41200000000001
Afghanistan;27.011000000000006
Afghanistan;21.055
Afghanistan;16.997
Afghanistan;9.369
Afghanistan;2.1300000000000003
Afghanistan;3.133
Afghanistan;4.854
Afghanistan;9.036
Afghanistan;15.236999999999998
Afghanistan;19.064
Afghanistan;25.347
Afghanistan;27.94
Afghanistan;26.19
Afghanistan;21.399
Afghanistan;15.723
Afghanistan;7.776
Afghanistan;3.293
Afghanistan;3.756
Afghanistan;6.5600000000000005
Afghanistan;11.972
Afghanistan;15.969
Afghanistan;21.942
Afghanistan;26.14
Afghanistan;27.193
Afghanistan;26.404000000000003
Afghanistan;21.741
Afghanistan;13.371
Afghanistan;10.859000000000002
Afghanistan;3.3440000000000003
Afghanistan;987
Afghanistan;1.822
Afghanistan;10.564
Afghanistan;15.157
Afghanistan;19.294
Afghanistan;25.745
Afghanistan;28.021
Afghanistan;25.897
Afghanistan;22.888
Afghanistan;15.880999999999998
Afghanistan;8.432
Afghanistan;5.072
Afghanistan;-0.1659999999999999
Afghanistan;7.231
Afghanistan;10.38
Afghanistan;15.446
Afghanistan;24.482
Afghanistan;26.104
Afghanistan;28.161
Afghanistan;26.174000000000003
Afghanistan;20.977
Afghanistan;17.814
Afghanistan;9.408
Afghanistan;1.136
Afghanistan;1.215
Afghanistan;4.9830000000000005
Afghanistan;8.8
Afghanistan;18.114
Afghanistan;21.952
Afghanistan;26.219
Afghanistan;27.365
Afghanistan;25.812
Afghanistan;21.217
Afghanistan;12.843
Afghanistan;10.312
Afghanistan;2.442
Afghanistan;-4.552999999999999
Afghanistan;1.3949999999999998
Afghanistan;13.505999999999998
Afghanistan;16.608999999999998
Afghanistan;23.153
Afghanistan;27.629
Afghanistan;28.409
Afghanistan;26.272
Afghanistan;21.966
Afghanistan;16.153000000000002
Afghanistan;8.11
Afghanistan;3.949
Afghanistan;2.27
Afghanistan;5.9510000000000005
Afghanistan;11.294
Afghanistan;13.616
Afghanistan;21.742
Afghanistan;23.906
Afghanistan;28.145
Afghanistan;27.372
Afghanistan;22.164
Afghanistan;14.17
Afghanistan;8.583
Afghanistan;3.88
Afghanistan;4.292
Afghanistan;4.737
Afghanistan;12.901
Afghanistan;17.675
Afghanistan;22.099
Afghanistan;25.92
Afghanistan;27.81
Afghanistan;26.015
Afghanistan;20.482
Afghanistan;17.182000000000002
Afghanistan;8.232999999999999
Afghanistan;2.5980000000000003
Afghanistan;1.827
Afghanistan;3.077
Afghanistan;9.708
Afghanistan;16.476
Afghanistan;24.124
Afghanistan;27.823
Afghanistan;27.88000000000001
Afghanistan;27.497
Afghanistan;21.966
Afghanistan;15.572
Afghanistan;8.998
Afghanistan;1.2680000000000002
Afghanistan;-231
Afghanistan;0.2349999999999999
Afghanistan;8.696000000000002
Afghanistan;16.32
Afghanistan;21.179
Afghanistan;25.267
Afghanistan;28.193
Afghanistan;26.549000000000003
Afghanistan;20.933000000000003
Afghanistan;15.031
Afghanistan;8.7
Afghanistan;2.907
Afghanistan;2.241
Afghanistan;4.253
Afghanistan;8.46
Afghanistan;14.845
Afghanistan;21.355
Afghanistan;26.879
Afghanistan;28.205
Afghanistan;26.031
Afghanistan;26.031
Africa;21.699
Africa;22.766
Africa;24.415
Africa;25.678
Africa;26.048
Africa;25.759
Africa;25.22600000000001
Africa;25.674
Africa;26.08
Africa;25.365
Africa;23.611
Africa;21.039
Africa;20.524
Africa;22.268
Africa;24.551
Africa;25.543000000000003
Africa;25.759
Africa;25.817
Africa;25.19
Africa;25.604
Africa;25.755
Africa;25.392
Africa;23.158
Africa;22.008000000000003
Africa;21.533
Africa;22.226
Africa;24.115
Africa;25.227
Africa;25.589
Africa;25.861
Africa;25.577
Africa;25.655
Africa;26.119
Africa;25.018
Africa;22.578000000000007
Africa;21.041
Africa;20.234
Africa;22.973000000000003
Africa;24.333
Africa;25.975
Africa;26.711
Africa;26.181
Africa;25.992
Africa;25.837
Africa;26.276
Africa;25.013
Africa;23.956000000000003
Africa;21.472
Africa;20.721
Africa;22.36
Africa;24.551
Africa;25.575
Africa;26.296
Africa;25.795
Africa;25.333
Africa;26.047
Africa;26.297
Africa;25.25500000000001
Africa;23.251
Africa;21.165
Africa;21.83
Africa;22.351
Africa;24.5
Africa;24.824
Africa;25.818
Africa;25.984
Africa;25.171000000000006
Africa;25.799
Africa;25.813
Africa;25.027
Africa;23.69
Africa;21.271
Africa;20.959
Africa;23.033
Africa;24.262
Africa;25.6
Africa;26.019
Africa;25.85
Africa;25.372
Africa;26.019
Africa;25.966
Africa;24.974
Africa;22.964
Africa;20.695
Africa;21.49
Africa;23.244
Africa;24.623
Africa;25.619
Africa;26.844
Africa;25.992
Africa;26.301
Africa;26.403
Africa;26.667
Africa;25.52
Africa;24.048
Africa;22.313
Africa;21.579
Africa;23.047
Africa;24.72
Africa;25.986
Africa;26.552
Africa;26.26
Africa;25.751
Africa;25.884
Africa;25.965
Africa;25.049
Africa;23.231
Africa;20.796
Africa;20.007
Africa;21.394
Africa;23.774
Africa;25.158
Africa;25.913
Africa;25.94100000000001
Africa;25.483
Africa;25.944000000000003
Africa;26.317
Africa;25.106
Africa;23.69100000000001
Africa;21.958
Africa;21.422
Africa;22.417
Africa;24.013
Africa;25.799
Africa;26.256
Africa;26.427
Africa;25.633000000000006
Africa;25.949
Africa;26.3
Africa;25.724
Africa;24.218000000000004
Africa;22.287
Africa;21.318
Africa;22.842
Africa;24.558000000000003
Africa;25.405
Africa;25.732
Africa;26.045
Africa;25.632
Africa;25.697
Africa;26.389
Africa;25.172
Africa;23.317
Africa;20.96
Africa;20.863000000000003
Africa;22.315
Africa;24.304
Africa;25.515
Africa;25.885
Africa;25.995
Africa;25.377
Africa;25.472
Africa;26.058000000000003
Africa;25.47600000000001
Africa;23.219
Africa;21.546
Africa;20.7
Africa;21.885
Africa;24.227
Africa;25.522
Africa;26.178
Africa;26.092
Africa;25.802
Africa;25.959
Africa;26.222
Africa;25.806
Africa;24.183000000000003
Africa;21.888
Africa;21.366
Africa;22.302
Africa;24.712
Africa;25.65
Africa;26.342
Africa;25.736
Africa;25.285
Africa;25.674
Africa;26.105
Africa;25.245
Africa;23.612
Africa;21.236
Africa;20.981
Africa;22.674
Africa;24.59
Africa;25.307
Africa;26.43
Africa;26.395
Africa;25.946
Africa;26.475
Africa;26.653
Africa;25.69400000000001
Africa;23.59800000000001
Africa;21.878
Africa;22.022
Africa;23.004
Africa;24.539
Africa;25.359
Africa;26.439
Africa;25.756
Africa;25.429
Africa;26.025
Africa;26.336
Africa;25.371
Africa;23.364
Africa;21.97
Africa;21.859
Africa;22.195
Africa;24.208
Africa;25.007
Africa;25.932
Africa;26.375
Africa;26.034
Africa;26.315
Africa;26.828000000000003
Africa;25.82
Africa;24.051
Africa;21.858
Africa;21.549
Africa;23.746
Africa;24.571
Africa;26.905
Africa;26.849
Africa;26.514
Africa;26.254
Africa;26.226
Africa;26.517
Africa;25.631
Africa;23.84
Africa;21.644
Africa;21.5
Africa;22.946
Africa;24.686
Africa;25.935
Africa;26.689
Africa;26.528
Africa;25.817
Africa;25.94
Africa;26.121
Africa;25.337
Africa;23.81
Africa;21.616
Africa;21.193
Africa;22.136
Africa;24.382
Africa;26.074
Africa;26.562
Africa;26.109
Africa;25.728
Africa;25.886
Africa;26.272
Africa;25.18
Africa;23.827
Africa;21.708
Africa;21.266
Africa;22.397
Africa;25.27
Africa;25.972
Africa;26.578000000000003
Africa;26.134
Africa;25.821
Africa;26.115
Africa;26.49
Africa;25.785
Africa;23.878
Africa;22.388
Africa;21.039
Africa;23.241
Africa;25.111
Africa;26.0
Africa;26.752
Africa;26.123
Africa;26.638
Africa;26.419
Africa;26.721
Africa;25.482000000000006
Africa;23.894
Africa;22.116
Africa;21.897
Africa;23.2
Africa;24.732
Africa;26.227
Africa;26.792
Africa;26.309
Africa;26.019
Africa;26.046
Africa;26.551
Africa;26.346
Africa;24.341
Africa;21.847
Africa;21.836
Africa;23.178
Africa;24.841
Africa;25.918000000000003
Africa;26.377
Africa;26.044
Africa;25.65
Africa;26.472
Africa;26.134
Africa;26.034
Africa;24.091
Africa;22.176
Africa;21.166
Africa;23.878
Africa;25.477
Africa;26.339
Africa;26.843000000000004
Africa;26.366
Africa;26.092
Africa;26.416
Africa;26.575
Africa;26.044
Africa;24.209000000000003
Africa;22.469
Africa;21.962
Africa;23.344
Africa;24.831
Africa;25.984
Africa;26.094
Africa;26.356
Africa;26.110000000000007
Africa;26.133000000000003
Africa;26.251
Africa;25.873
Africa;23.526000000000003
Africa;21.363000000000003
Africa;21.34
Africa;23.466
Africa;24.955
Africa;26.114
Africa;26.706
Africa;26.179
Africa;25.749
Africa;25.884
Africa;26.455
Africa;25.649
Africa;24.057
Africa;21.664
Africa;20.876
Africa;22.388
Africa;24.944000000000003
Africa;25.589
Africa;26.587
Africa;26.278
Africa;25.842
Africa;26.166
Africa;26.58
Africa;25.743
Africa;23.992
Africa;22.071
Africa;21.868
Africa;23.256
Africa;24.797
Africa;25.785
Africa;26.363000000000003
Africa;26.78
Africa;26.039
Africa;26.201
Africa;26.696
Africa;26.002
Africa;23.793000000000006
Africa;22.738000000000003
Africa;22.653
Africa;24.708
Africa;25.673
Africa;26.752
Africa;27.126
Africa;26.581
Africa;26.087
Africa;26.278
Africa;26.65
Africa;26.232
Africa;24.576
Africa;22.354
Africa;21.389
Africa;23.116
Africa;25.025
Africa;25.96
Africa;26.551
Africa;26.354
Africa;26.004
Africa;25.905
Africa;26.528
Africa;25.339
Africa;23.674000000000003
Africa;21.593000000000004
Africa;21.151
Africa;22.648000000000003
Africa;24.357
Africa;25.621
Africa;26.627
Africa;26.302
Africa;25.513
Africa;26.042
Africa;26.147
Africa;25.713
Africa;24.607000000000006
Africa;21.983
Africa;22.138
Africa;23.533
Africa;25.717
Africa;25.52
Africa;26.671
Africa;26.324
Africa;25.856
Africa;25.911
Africa;25.911
Albania;1.704
Albania;4.592
Albania;7.425
Albania;9.379
Albania;13.688
Albania;18.806
Albania;21.534
Albania;22.06
Albania;18.414
Albania;14.206
Albania;10.124
Albania;4.013
Albania;1.0909999999999995
Albania;3.736
Albania;9.643
Albania;11.687
Albania;15.401000000000002
Albania;21.245
Albania;21.262
Albania;21.775
Albania;18.526
Albania;14.925
Albania;5.71
Albania;5.943
Albania;3.897
Albania;3.303
Albania;6.886
Albania;10.345999999999998
Albania;16.239
Albania;21.31600000000001
Albania;22.224
Albania;22.206
Albania;20.624
Albania;14.464
Albania;8.105
Albania;6.573
Albania;4.212
Albania;2.846
Albania;8.255
Albania;12.647
Albania;17.064
Albania;18.433
Albania;22.63
Albania;21.057
Albania;17.994999999999994
Albania;12.707
Albania;7.577000000000001
Albania;4.708
Albania;4.706
Albania;4.968999999999999
Albania;6.751
Albania;10.116
Albania;15.86
Albania;18.89
Albania;21.354
Albania;20.736
Albania;18.315
Albania;15.441
Albania;9.723
Albania;4.828
Albania;2.823
Albania;1.908
Albania;7.525
Albania;12.21
Albania;17.392
Albania;19.503
Albania;22.747
Albania;22.733
Albania;18.938
Albania;13.034
Albania;9.867
Albania;6.698
Albania;4.513999999999999
Albania;4.665
Albania;8.517000000000001
Albania;12.74
Albania;17.354
Albania;19.81
Albania;21.409
Albania;23.279
Albania;19.263
Albania;14.004
Albania;8.229
Albania;2.893
Albania;3.798
Albania;5.976
Albania;3.3040000000000003
Albania;11.032
Albania;14.444
Albania;19.84
Albania;24.084
Albania;22.041
Albania;21.706
Albania;14.114
Albania;9.741
Albania;5.879
Albania;6.162000000000001
Albania;5.357
Albania;7.046
Albania;11.157
Albania;16.842000000000002
Albania;19.91
Albania;25.153
Albania;23.902
Albania;18.952
Albania;13.608
Albania;4.95
Albania;3.49
Albania;2.7060000000000004
Albania;6.212999999999999
Albania;10.22
Albania;13.386
Albania;15.066
Albania;18.171000000000006
Albania;22.017
Albania;22.006
Albania;18.516
Albania;12.433
Albania;8.286
Albania;4.626
Albania;2.31
Albania;7.12
Albania;10.202
Albania;11.753
Albania;16.526
Albania;20.131
Albania;23.103
Albania;22.398000000000003
Albania;18.057
Albania;15.145
Albania;10.747
Albania;4.132
Albania;2.909
Albania;3.207
Albania;9.887
Albania;10.152
Albania;13.025
Albania;20.434
Albania;22.047
Albania;21.87
Albania;19.258
Albania;14.233
Albania;9.466
Albania;1.5780000000000003
Albania;3.3
Albania;4.151
Albania;7.571000000000001
Albania;11.44
Albania;16.017
Albania;19.516
Albania;21.67
Albania;24.635
Albania;19.105
Albania;15.73
Albania;9.919
Albania;3.962
Albania;2.7
Albania;2.592
Albania;6.325
Albania;11.63
Albania;16.927
Albania;21.13000000000001
Albania;22.581
Albania;24.004
Albania;18.889
Albania;15.670000000000002
Albania;7.967
Albania;7.056
Albania;5.924
Albania;5.43
Albania;9.872
Albania;11.852
Albania;17.309
Albania;20.375
Albania;23.713
Albania;24.411
Albania;21.449
Albania;14.626
Albania;9.288
Albania;4.947
Albania;3.395
Albania;7.497000000000001
Albania;7.122000000000001
Albania;10.402
Albania;15.561
Albania;20.611
Albania;23.477
Albania;21.168000000000003
Albania;17.302999999999994
Albania;13.348
Albania;6.419
Albania;7.082000000000001
Albania;4.484999999999999
Albania;3.778
Albania;5.084
Albania;10.71
Albania;17.303
Albania;21.475
Albania;22.54
Albania;22.624
Albania;16.090999999999998
Albania;12.753
Albania;10.202
Albania;5.792999999999999
Albania;5.582999999999999
Albania;5.725
Albania;7.616
Albania;7.617999999999999
Albania;17.176000000000002
Albania;21.44
Albania;22.526
Albania;21.26
Albania;18.592
Albania;11.885000000000002
Albania;9.673
Albania;5.7170000000000005
Albania;5.449999999999998
Albania;6.881
Albania;5.96
Albania;12.58
Albania;15.893
Albania;21.47600000000001
